Phi[deg],Theta[deg],im(rEPhi)[mV],re(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
-88,54,-5.3953,-1.73228,-564.301,-7300.29
-87,54,-5.65892,-1.64767,-564.802,-7300.72
-86,54,-5.90949,-1.56097,-565.32,-7301.15
-85,54,-6.14623,-1.47297,-565.854,-7301.58
-84,54,-6.3684,-1.38445,-566.403,-7302.01
-83,54,-6.57525,-1.2962,-566.968,-7302.45
-82,54,-6.76609,-1.20902,-567.549,-7302.89
-81,54,-6.94025,-1.12369,-568.144,-7303.34
-80,54,-7.09707,-1.04099,-568.755,-7303.79
-79,54,-7.23597,-0.961689,-569.38,-7304.25
-78,54,-7.35636,-0.886522,-570.019,-7304.71
-77,54,-7.45774,-0.81622,-570.671,-7305.18
-76,54,-7.53962,-0.75148,-571.337,-7305.66
-75,54,-7.60157,-0.692973,-572.016,-7306.14
-74,54,-7.64322,-0.641337,-572.707,-7306.63
-73,54,-7.66425,-0.597169,-573.41,-7307.13
-72,54,-7.66439,-0.561029,-574.125,-7307.63
-71,54,-7.64345,-0.533431,-574.85,-7308.15
-70,54,-7.60129,-0.514842,-575.586,-7308.67
-69,54,-7.53783,-0.505676,-576.332,-7309.2
-68,54,-7.45307,-0.506295,-577.087,-7309.73
-67,54,-7.34708,-0.517003,-577.851,-7310.27
-66,54,-7.21999,-0.538047,-578.623,-7310.83
-65,54,-7.07201,-0.569611,-579.402,-7311.38
-64,54,-6.90342,-0.611817,-580.189,-7311.95
-63,54,-6.71459,-0.664723,-580.983,-7312.52
-62,54,-6.50593,-0.728323,-581.782,-7313.1
-61,54,-6.27796,-0.802543,-582.587,-7313.68
-60,54,-6.03126,-0.887247,-583.397,-7314.27
-59,54,-5.76646,-0.982231,-584.212,-7314.87
-58,54,-5.48431,-1.08723,-585.031,-7315.47
-57,54,-5.18557,-1.20191,-585.853,-7316.08
-56,54,-4.87112,-1.32588,-586.678,-7316.69
-55,54,-4.54187,-1.4587,-587.505,-7317.31
-54,54,-4.1988,-1.59984,-588.335,-7317.92
-53,54,-3.84295,-1.74876,-589.166,-7318.55
-52,54,-3.47541,-1.90484,-589.998,-7319.17
-51,54,-3.09731,-2.06741,-590.832,-7319.8
-50,54,-2.70984,-2.23579,-591.665,-7320.43
-49,54,-2.31421,-2.40922,-592.498,-7321.06
-48,54,-1.91168,-2.58693,-593.331,-7321.69
-47,54,-1.50352,-2.76812,-594.163,-7322.32
-46,54,-1.09103,-2.95195,-594.993,-7322.95
-45,54,-0.675525,-3.13758,-595.823,-7323.59
-44,54,-0.258328,-3.32415,-596.65,-7324.22
-43,54,0.15924,-3.51079,-597.475,-7324.85
-42,54,0.575861,-3.69661,-598.299,-7325.48
-41,54,0.990229,-3.88075,-599.119,-7326.11
-40,54,1.40105,-4.06233,-599.937,-7326.74
-39,54,1.80708,-4.24051,-600.752,-7327.36
-38,54,2.20706,-4.41445,-601.563,-7327.99
-37,54,2.5998,-4.58333,-602.372,-7328.61
-36,54,2.98416,-4.74636,-603.177,-7329.23
-35,54,3.35903,-4.90278,-603.98,-7329.85
-34,54,3.72335,-5.05187,-604.778,-7330.46
-33,54,4.07614,-5.19294,-605.574,-7331.07
-32,54,4.41647,-5.32534,-606.366,-7331.68
-31,54,4.74348,-5.44849,-607.155,-7332.29
-30,54,5.05639,-5.56181,-607.941,-7332.89
-29,54,5.35447,-5.66482,-608.724,-7333.5
-28,54,5.6371,-5.75706,-609.504,-7334.09
-27,54,5.90372,-5.83813,-610.281,-7334.69
-26,54,6.15386,-5.90769,-611.057,-7335.28
-25,54,6.38714,-5.96545,-611.83,-7335.87
-24,54,6.60324,-6.01117,-612.601,-7336.46
-23,54,6.80196,-6.04469,-613.371,-7337.04
-22,54,6.98316,-6.06586,-614.139,-7337.62
-21,54,7.14678,-6.07464,-614.907,-7338.19
-20,54,7.29286,-6.07099,-615.674,-7338.77
-19,54,7.42152,-6.05496,-616.44,-7339.33
-18,54,7.53293,-6.02664,-617.207,-7339.9
-17,54,7.62738,-5.98617,-617.975,-7340.46
-16,54,7.7052,-5.93372,-618.743,-7341.01
-15,54,7.76679,-5.86953,-619.513,-7341.56
-14,54,7.81265,-5.79386,-620.284,-7342.1
-13,54,7.84329,-5.70704,-621.057,-7342.64
-12,54,7.85931,-5.60942,-621.832,-7343.17
-11,54,7.86137,-5.50137,-622.61,-7343.7
-10,54,7.85015,-5.38331,-623.39,-7344.21
-9,54,7.82639,-5.2557,-624.174,-7344.72
-8,54,7.79087,-5.11901,-624.961,-7345.22
-7,54,7.74439,-4.97372,-625.751,-7345.71
-6,54,7.68778,-4.82038,-626.544,-7346.19
-5,54,7.62191,-4.6595,-627.341,-7346.66
-4,54,7.54764,-4.49166,-628.142,-7347.12
-3,54,7.46587,-4.3174,-628.946,-7347.56
-2,54,7.37747,-4.13732,-629.754,-7347.99
-1,54,7.28334,-3.95199,-630.564,-7348.41
0,54,7.18438,-3.76201,-631.378,-7348.81
1,54,7.08145,-3.56797,-632.195,-7349.19
2,54,6.97543,-3.37046,-633.013,-7349.56
3,54,6.86716,-3.17007,-633.834,-7349.91
4,54,6.75748,-2.96739,-634.656,-7350.23
5,54,6.64717,-2.763,-635.479,-7350.54
6,54,6.53702,-2.55746,-636.302,-7350.83
7,54,6.42777,-2.35134,-637.125,-7351.09
8,54,6.32011,-2.14519,-637.946,-7351.33
9,54,6.21472,-1.93953,-638.766,-7351.55
10,54,6.1122,-1.73487,-639.582,-7351.74
11,54,6.01314,-1.53171,-640.395,-7351.9
12,54,5.91807,-1.33051,-641.202,-7352.04
13,54,5.82747,-1.13174,-642.004,-7352.15
14,54,5.74178,-0.935803,-642.798,-7352.23
15,54,5.66136,-0.743102,-643.584,-7352.27
16,54,5.58656,-0.554006,-644.361,-7352.29
17,54,5.51764,-0.36885,-645.127,-7352.28
18,54,5.45482,-0.187941,-645.881,-7352.23
19,54,5.39827,-0.0115522,-646.621,-7352.15
20,54,5.3481,0.160077,-647.347,-7352.04
21,54,5.30437,0.326742,-648.057,-7351.89
22,54,5.26707,0.488276,-648.75,-7351.71
23,54,5.23616,0.644547,-649.424,-7351.49
24,54,5.21154,0.795463,-650.078,-7351.24
25,54,5.19305,0.940969,-650.71,-7350.95
26,54,5.18049,1.08105,-651.32,-7350.63
27,54,5.17359,1.21572,-651.906,-7350.27
28,54,5.17208,1.34505,-652.466,-7349.87
29,54,5.17559,1.46913,-652.999,-7349.44
30,54,5.18374,1.5881,-653.504,-7348.97
31,54,5.19611,1.70213,-653.98,-7348.47
32,54,5.21223,1.81143,-654.425,-7347.93
33,54,5.23159,1.91623,-654.839,-7347.35
34,54,5.25367,2.01683,-655.219,-7346.74
35,54,5.27791,2.11351,-655.566,-7346.09
36,54,5.3037,2.20662,-655.877,-7345.41
37,54,5.33044,2.29652,-656.153,-7344.69
38,54,5.3575,2.38359,-656.391,-7343.94
39,54,5.38423,2.46824,-656.591,-7343.16
40,54,5.40996,2.55089,-656.753,-7342.35
41,54,5.43403,2.63199,-656.875,-7341.5
42,54,5.45575,2.712,-656.956,-7340.63
43,54,5.47444,2.79138,-656.997,-7339.72
44,54,5.48943,2.8706,-656.995,-7338.79
45,54,5.50004,2.95013,-656.952,-7337.82
46,54,5.5056,3.03045,-656.866,-7336.83
47,54,5.50548,3.11202,-656.737,-7335.82
48,54,5.49902,3.19531,-656.564,-7334.78
49,54,5.48563,3.28078,-656.347,-7333.72
50,54,5.4647,3.36885,-656.087,-7332.63
51,54,5.43567,3.45994,-655.782,-7331.53
52,54,5.398,3.55447,-655.433,-7330.4
53,54,5.35121,3.65279,-655.039,-7329.25
54,54,5.29483,3.75525,-654.602,-7328.09
55,54,5.22842,3.86219,-654.119,-7326.91
56,54,5.15163,3.97387,-653.593,-7325.72
57,54,5.0641,4.09057,-653.022,-7324.52
58,54,4.96555,4.21249,-652.408,-7323.3
59,54,4.85575,4.33981,-651.75,-7322.07
60,54,4.73452,4.47267,-651.05,-7320.83
61,54,4.60171,4.61118,-650.306,-7319.59
62,54,4.45726,4.75539,-649.52,-7318.33
63,54,4.30114,4.90531,-648.692,-7317.08
64,54,4.1334,5.06093,-647.823,-7315.81
65,54,3.95413,5.22216,-646.913,-7314.55
66,54,3.76348,5.3889,-645.964,-7313.28
67,54,3.56167,5.56099,-644.975,-7312.02
68,54,3.34896,5.73823,-643.947,-7310.75
69,54,3.1257,5.92039,-642.881,-7309.49
70,54,2.89226,6.10719,-641.779,-7308.23
71,54,2.64908,6.29831,-640.64,-7306.98
72,54,2.39668,6.49339,-639.466,-7305.73
73,54,2.13559,6.69206,-638.257,-7304.49
74,54,1.86642,6.89387,-637.015,-7303.25
75,54,1.58983,7.09839,-635.741,-7302.03
76,54,1.30651,7.30512,-634.435,-7300.81
77,54,1.01722,7.51355,-633.098,-7299.6
78,54,0.722723,7.72315,-631.732,-7298.41
79,54,0.423863,7.93335,-630.338,-7297.23
80,54,0.121495,8.14358,-628.917,-7296.05
81,54,-0.183485,8.35323,-627.47,-7294.9
82,54,-0.490157,8.56171,-625.997,-7293.75
83,54,-0.797574,8.76837,-624.501,-7292.62
84,54,-1.10477,8.9726,-622.982,-7291.5
85,54,-1.41075,9.17375,-621.442,-7290.4
86,54,-1.71453,9.37118,-619.882,-7289.31
87,54,-2.01509,9.56425,-618.303,-7288.23
88,54,-2.31144,9.7523,-616.705,-7287.17
89,54,-2.60255,9.93472,-615.092,-7286.13
90,54,-2.88742,10.1109,-613.463,-7285.1
91,54,-3.16506,10.2801,-611.821,-7284.08
92,54,-3.43447,10.4419,-610.165,-7283.08
93,54,-3.69471,10.5956,-608.498,-7282.09
94,54,-3.94482,10.7406,-606.821,-7281.12
95,54,-4.18389,10.8765,-605.135,-7280.16
96,54,-4.41103,11.0026,-603.442,-7279.22
97,54,-4.62539,11.1186,-601.742,-7278.28
98,54,-4.82617,11.2239,-600.038,-7277.36
99,54,-5.01258,11.3181,-598.33,-7276.45
100,54,-5.18391,11.4008,-596.619,-7275.56
101,54,-5.33949,11.4717,-594.907,-7274.67
102,54,-5.47869,11.5305,-593.196,-7273.79
103,54,-5.60095,11.5768,-591.486,-7272.92
104,54,-5.70577,11.6106,-589.779,-7272.06
105,54,-5.79271,11.6315,-588.076,-7271.21
106,54,-5.86137,11.6395,-586.379,-7270.37
107,54,-5.91146,11.6346,-584.688,-7269.54
108,54,-5.94271,11.6166,-583.005,-7268.71
109,54,-5.95495,11.5856,-581.332,-7267.88
110,54,-5.94807,11.5418,-579.669,-7267.06
111,54,-5.92203,11.4853,-578.018,-7266.25
112,54,-5.87686,11.4162,-576.38,-7265.44
113,54,-5.81266,11.3349,-574.756,-7264.64
114,54,-5.72959,11.2416,-573.147,-7263.83
115,54,-5.6279,11.1368,-571.555,-7263.03
116,54,-5.50788,11.0209,-569.981,-7262.23
117,54,-5.36991,10.8943,-568.425,-7261.44
118,54,-5.21442,10.7577,-566.89,-7260.64
119,54,-5.04191,10.6116,-565.375,-7259.85
120,54,-4.85292,10.4566,-563.883,-7259.06
121,54,-4.64807,10.2935,-562.414,-7258.27
122,54,-4.42802,10.123,-560.969,-7257.48
123,54,-4.19349,9.94579,-559.549,-7256.69
124,54,-3.94522,9.7628,-558.155,-7255.91
125,54,-3.68402,9.57484,-556.788,-7255.12
126,54,-3.41072,9.38278,-555.448,-7254.34
127,54,-3.12618,9.18753,-554.137,-7253.56
128,54,-2.83131,8.99001,-552.855,-7252.78
129,54,-2.52703,8.79115,-551.604,-7252.01
130,54,-2.21426,8.5919,-550.382,-7251.24
131,54,-1.89397,8.39322,-549.192,-7250.47
132,54,-1.56712,8.19605,-548.034,-7249.71
133,54,-1.23467,8.00133,-546.908,-7248.95
134,54,-0.89758,7.80999,-545.815,-7248.2
135,54,-0.556821,7.62295,-544.756,-7247.46
136,54,-0.213339,7.44109,-543.729,-7246.72
137,54,0.131929,7.26528,-542.737,-7245.99
138,54,0.478066,7.09635,-541.779,-7245.28
139,54,0.824175,6.93507,-540.856,-7244.57
140,54,1.16939,6.7822,-539.967,-7243.88
141,54,1.51287,6.63843,-539.114,-7243.19
142,54,1.8538,6.50442,-538.295,-7242.53
143,54,2.19143,6.38074,-537.511,-7241.87
144,54,2.52502,6.26794,-536.763,-7241.24
145,54,2.85387,6.16647,-536.049,-7240.62
146,54,3.17736,6.07675,-535.371,-7240.02
147,54,3.49487,5.99912,-534.728,-7239.44
148,54,3.80585,5.93384,-534.12,-7238.88
149,54,4.10981,5.88111,-533.547,-7238.34
150,54,4.40628,5.84107,-533.009,-7237.82
151,54,4.69485,5.81377,-532.505,-7237.33
152,54,4.97518,5.79921,-532.035,-7236.87
153,54,5.24695,5.7973,-531.6,-7236.43
154,54,5.50991,5.80791,-531.198,-7236.01
155,54,5.76383,5.83082,-530.831,-7235.63
156,54,6.00856,5.86574,-530.496,-7235.27
157,54,6.24398,5.91235,-530.195,-7234.94
158,54,6.47001,5.97024,-529.926,-7234.64
159,54,6.68661,6.03895,-529.689,-7234.38
160,54,6.8938,6.11799,-529.485,-7234.14
161,54,7.0916,6.20678,-529.312,-7233.94
162,54,7.28011,6.30474,-529.171,-7233.77
163,54,7.45944,6.41121,-529.06,-7233.63
164,54,7.62971,6.52551,-528.979,-7233.53
165,54,7.79112,6.64692,-528.929,-7233.46
166,54,7.94384,6.77471,-528.908,-7233.43
167,54,8.08809,6.9081,-528.915,-7233.43
168,54,8.22412,7.04629,-528.951,-7233.46
169,54,8.35217,7.1885,-529.015,-7233.53
170,54,8.47251,7.33388,-529.107,-7233.63
171,54,8.58543,7.48163,-529.224,-7233.77
172,54,8.69121,7.6309,-529.368,-7233.94
173,54,8.79014,7.78086,-529.538,-7234.14
174,54,8.88252,7.93068,-529.732,-7234.38
175,54,8.96865,8.07955,-529.95,-7234.66
176,54,9.04884,8.22665,-530.192,-7234.96
177,54,9.12338,8.37117,-530.456,-7235.3
178,54,9.19257,8.51234,-530.742,-7235.67
179,54,9.25668,8.64938,-531.049,-7236.07
180,54,9.316,8.78156,-531.376,-7236.5
-180,55,9.24907,8.79092,-543.801,-7354.65
-179,55,9.31814,8.91057,-544.17,-7355.12
-178,55,9.38317,9.02376,-544.56,-7355.61
-177,55,9.4444,9.12985,-544.969,-7356.14
-176,55,9.50205,9.22823,-545.397,-7356.7
-175,55,9.55633,9.31834,-545.841,-7357.28
-174,55,9.60742,9.39963,-546.302,-7357.89
-173,55,9.6555,9.47159,-546.779,-7358.52
-172,55,9.70072,9.53375,-547.269,-7359.18
-171,55,9.7432,9.58566,-547.773,-7359.86
-170,55,9.78306,9.62693,-548.289,-7360.56
-169,55,9.82039,9.65718,-548.815,-7361.29
-168,55,9.85525,9.67609,-549.351,-7362.03
-167,55,9.88771,9.68335,-549.896,-7362.79
-166,55,9.91777,9.67871,-550.447,-7363.58
-165,55,9.94546,9.66196,-551.005,-7364.37
-164,55,9.97074,9.63291,-551.568,-7365.19
-163,55,9.99359,9.59143,-552.135,-7366.02
-162,55,10.0139,9.53741,-552.704,-7366.86
-161,55,10.0317,9.47078,-553.274,-7367.72
-160,55,10.0468,9.39154,-553.845,-7368.58
-159,55,10.0591,9.29969,-554.415,-7369.46
-158,55,10.0685,9.19529,-554.982,-7370.35
-157,55,10.0748,9.07845,-555.547,-7371.24
-156,55,10.0778,8.9493,-556.108,-7372.14
-155,55,10.0773,8.80802,-556.663,-7373.05
-154,55,10.0731,8.65482,-557.212,-7373.96
-153,55,10.065,8.48997,-557.755,-7374.88
-152,55,10.0528,8.31376,-558.289,-7375.8
-151,55,10.0362,8.12653,-558.815,-7376.73
-150,55,10.0149,7.92865,-559.331,-7377.65
-149,55,9.98861,7.72053,-559.836,-7378.58
-148,55,9.95712,7.50262,-560.331,-7379.5
-147,55,9.92009,7.27539,-560.814,-7380.43
-146,55,9.87724,7.03938,-561.285,-7381.35
-145,55,9.82825,6.79511,-561.744,-7382.27
-144,55,9.77282,6.54318,-562.189,-7383.18
-143,55,9.71065,6.28419,-562.621,-7384.1
-142,55,9.64143,6.01877,-563.039,-7385
-141,55,9.56487,5.74758,-563.443,-7385.9
-140,55,9.48066,5.47132,-563.832,-7386.8
-139,55,9.38852,5.19067,-564.208,-7387.68
-138,55,9.28819,4.90637,-564.569,-7388.56
-137,55,9.17938,4.61914,-564.916,-7389.43
-136,55,9.06185,4.32974,-565.249,-7390.3
-135,55,8.93537,4.03891,-565.568,-7391.15
-134,55,8.79972,3.74744,-565.873,-7391.99
-133,55,8.65471,3.45608,-566.164,-7392.83
-132,55,8.50015,3.16561,-566.442,-7393.65
-131,55,8.3359,2.87678,-566.708,-7394.46
-130,55,8.16183,2.59036,-566.961,-7395.26
-129,55,7.97785,2.3071,-567.203,-7396.05
-128,55,7.78388,2.02774,-567.433,-7396.83
-127,55,7.57988,1.753,-567.653,-7397.6
-126,55,7.36585,1.48358,-567.864,-7398.35
-125,55,7.1418,1.22018,-568.065,-7399.09
-124,55,6.9078,0.963454,-568.258,-7399.82
-123,55,6.66394,0.714034,-568.443,-7400.53
-122,55,6.41033,0.472529,-568.622,-7401.23
-121,55,6.14714,0.239513,-568.796,-7401.92
-120,55,5.87457,0.015529,-568.964,-7402.6
-119,55,5.59285,-0.198919,-569.129,-7403.26
-118,55,5.30225,-0.403362,-569.291,-7403.91
-117,55,5.00308,-0.597372,-569.451,-7404.55
-116,55,4.69567,-0.780561,-569.61,-7405.17
-115,55,4.3804,-0.952584,-569.769,-7405.79
-114,55,4.05768,-1.11314,-569.93,-7406.39
-113,55,3.72796,-1.26197,-570.092,-7406.97
-112,55,3.39172,-1.39886,-570.258,-7407.55
-111,55,3.04948,-1.52366,-570.428,-7408.11
-110,55,2.70177,-1.63624,-570.604,-7408.66
-109,55,2.34918,-1.73653,-570.785,-7409.2
-108,55,1.99231,-1.8245,-570.974,-7409.73
-107,55,1.6318,-1.9002,-571.171,-7410.25
-106,55,1.26831,-1.96368,-571.377,-7410.76
-105,55,0.902525,-2.01507,-571.594,-7411.26
-104,55,0.535164,-2.05453,-571.82,-7411.75
-103,55,0.166962,-2.08228,-572.059,-7412.24
-102,55,-0.201323,-2.09858,-572.31,-7412.71
-101,55,-0.568913,-2.10372,-572.574,-7413.18
-100,55,-0.935013,-2.09807,-572.852,-7413.64
-99,55,-1.29881,-2.082,-573.144,-7414.09
-98,55,-1.65948,-2.05596,-573.452,-7414.54
-97,55,-2.01618,-2.0204,-573.775,-7414.98
-96,55,-2.36807,-1.97585,-574.114,-7415.42
-95,55,-2.71429,-1.92285,-574.469,-7415.85
-94,55,-3.05396,-1.86198,-574.842,-7416.28
-93,55,-3.38624,-1.79386,-575.231,-7416.71
-92,55,-3.71025,-1.71912,-575.638,-7417.14
-91,55,-4.02512,-1.63845,-576.063,-7417.56
-90,55,-4.32999,-1.55254,-576.505,-7417.99
-89,55,-4.62401,-1.46211,-576.965,-7418.41
-88,55,-4.90632,-1.36791,-577.442,-7418.84
-87,55,-5.17609,-1.27069,-577.938,-7419.27
-86,55,-5.4325,-1.17123,-578.451,-7419.7
-85,55,-5.67474,-1.0703,-578.982,-7420.13
-84,55,-5.90204,-0.968704,-579.53,-7420.57
-83,55,-6.11363,-0.867232,-580.095,-7421.01
-82,55,-6.30878,-0.766676,-580.677,-7421.45
-81,55,-6.4868,-0.667828,-581.275,-7421.9
-80,55,-6.64701,-0.57147,-581.889,-7422.35
-79,55,-6.78878,-0.478373,-582.519,-7422.81
-78,55,-6.91153,-0.389292,-583.164,-7423.28
-77,55,-7.01471,-0.304961,-583.824,-7423.75
-76,55,-7.09782,-0.226093,-584.498,-7424.23
-75,55,-7.16042,-0.153372,-585.185,-7424.72
-74,55,-7.20211,-0.0874492,-585.886,-7425.21
-73,55,-7.22256,-0.028941,-586.599,-7425.71
-72,55,-7.22149,0.0215755,-587.323,-7426.22
-71,55,-7.19869,0.0635666,-588.059,-7426.74
-70,55,-7.154,0.0965451,-588.806,-7427.27
-69,55,-7.08736,0.120074,-589.562,-7427.8
-68,55,-6.99875,0.133768,-590.327,-7428.34
-67,55,-6.88824,0.137299,-591.101,-7428.89
-66,55,-6.75597,0.130395,-591.883,-7429.44
-65,55,-6.60214,0.112848,-592.672,-7430.01
-64,55,-6.42705,0.0845083,-593.467,-7430.58
-63,55,-6.23108,0.0452912,-594.268,-7431.16
-62,55,-6.01465,-0.00482329,-595.075,-7431.74
-61,55,-5.77831,-0.06579,-595.885,-7432.33
-60,55,-5.52263,-0.137498,-596.7,-7432.93
-59,55,-5.24831,-0.219773,-597.518,-7433.53
-58,55,-4.95609,-0.312373,-598.338,-7434.14
-57,55,-4.64678,-0.414996,-599.16,-7434.75
-56,55,-4.32129,-0.527274,-599.984,-7435.37
-55,55,-3.98056,-0.648784,-600.809,-7435.99
-54,55,-3.62563,-0.779042,-601.633,-7436.62
-53,55,-3.25756,-0.917511,-602.458,-7437.24
-52,55,-2.8775,-1.0636,-603.281,-7437.87
-51,55,-2.48663,-1.21668,-604.103,-7438.51
-50,55,-2.08619,-1.37605,-604.924,-7439.14
-49,55,-1.67744,-1.54102,-605.742,-7439.78
-48,55,-1.2617,-1.71081,-606.557,-7440.41
-47,55,-0.840293,-1.88464,-607.37,-7441.05
-46,55,-0.414583,-2.0617,-608.178,-7441.69
-45,55,0.0140589,-2.24115,-608.984,-7442.32
-44,55,0.444252,-2.42216,-609.785,-7442.96
-43,55,0.874611,-2.60385,-610.582,-7443.59
-42,55,1.30376,-2.78538,-611.374,-7444.23
-41,55,1.73033,-2.96587,-612.161,-7444.86
-40,55,2.15297,-3.14447,-612.944,-7445.49
-39,55,2.57037,-3.32034,-613.722,-7446.12
-38,55,2.98122,-3.49265,-614.494,-7446.74
-37,55,3.38428,-3.66058,-615.261,-7447.37
-36,55,3.77834,-3.82335,-616.024,-7447.99
-35,55,4.16224,-3.98022,-616.781,-7448.61
-34,55,4.53489,-4.13045,-617.533,-7449.22
-33,55,4.89524,-4.27337,-618.28,-7449.83
-32,55,5.24233,-4.40833,-619.022,-7450.44
-31,55,5.57524,-4.53473,-619.76,-7451.05
-30,55,5.89317,-4.65202,-620.493,-7451.65
-29,55,6.19535,-4.75969,-621.223,-7452.25
-28,55,6.48113,-4.8573,-621.948,-7452.85
-27,55,6.74992,-4.94443,-622.67,-7453.44
-26,55,7.00123,-5.02074,-623.389,-7454.03
-25,55,7.23465,-5.08593,-624.105,-7454.62
-24,55,7.44986,-5.13976,-624.82,-7455.2
-23,55,7.64664,-5.18205,-625.532,-7455.78
-22,55,7.82483,-5.21265,-626.243,-7456.36
-21,55,7.98439,-5.23149,-626.953,-7456.93
-20,55,8.12534,-5.23855,-627.663,-7457.5
-19,55,8.24781,-5.23384,-628.374,-7458.07
-18,55,8.35198,-5.21743,-629.085,-7458.63
-17,55,8.43814,-5.18945,-629.797,-7459.19
-16,55,8.50664,-5.15006,-630.511,-7459.74
-15,55,8.55791,-5.09947,-631.227,-7460.28
-14,55,8.59243,-5.03793,-631.947,-7460.82
-13,55,8.61077,-4.96573,-632.669,-7461.36
-12,55,8.61354,-4.8832,-633.395,-7461.89
-11,55,8.60143,-4.7907,-634.126,-7462.41
-10,55,8.57514,-4.68862,-634.861,-7462.92
-9,55,8.53546,-4.57738,-635.601,-7463.43
-8,55,8.48318,-4.45743,-636.346,-7463.92
-7,55,8.41915,-4.32923,-637.097,-7464.41
-6,55,8.34423,-4.19328,-637.854,-7464.89
-5,55,8.25933,-4.05009,-638.616,-7465.36
-4,55,8.16536,-3.90018,-639.385,-7465.81
-3,55,8.06322,-3.74408,-640.159,-7466.25
-2,55,7.95387,-3.58234,-640.939,-7466.68
-1,55,7.83822,-3.41553,-641.725,-7467.09
0,55,7.71721,-3.24418,-642.517,-7467.49
1,55,7.59176,-3.06888,-643.314,-7467.87
2,55,7.46278,-2.89018,-644.116,-7468.23
3,55,7.33115,-2.70864,-644.923,-7468.58
4,55,7.19774,-2.52482,-645.734,-7468.9
5,55,7.06341,-2.33927,-646.548,-7469.21
6,55,6.92895,-2.15253,-647.365,-7469.49
7,55,6.79515,-1.96514,-648.184,-7469.75
8,55,6.66275,-1.77762,-649.005,-7469.99
9,55,6.53245,-1.59047,-649.826,-7470.2
10,55,6.40491,-1.40419,-650.646,-7470.38
11,55,6.28076,-1.21923,-651.464,-7470.54
12,55,6.16055,-1.03607,-652.28,-7470.68
13,55,6.0448,-0.855118,-653.092,-7470.78
14,55,5.93399,-0.676791,-653.898,-7470.85
15,55,5.82852,-0.501466,-654.699,-7470.89
16,55,5.72876,-0.329499,-655.491,-7470.91
17,55,5.63501,-0.161216,-656.274,-7470.89
18,55,5.54753,0.00308867,-657.047,-7470.83
19,55,5.46651,0.163149,-657.808,-7470.75
20,55,5.39209,0.318734,-658.555,-7470.63
21,55,5.32436,0.469645,-659.288,-7470.47
22,55,5.26334,0.615718,-660.004,-7470.28
23,55,5.20901,0.756826,-660.701,-7470.06
24,55,5.1613,0.892876,-661.38,-7469.8
25,55,5.12006,1.02381,-662.037,-7469.5
26,55,5.08513,1.14962,-662.672,-7469.17
27,55,5.05626,1.27032,-663.283,-7468.8
28,55,5.03318,1.38597,-663.869,-7468.39
29,55,5.01556,1.49666,-664.427,-7467.95
30,55,5.00303,1.60252,-664.957,-7467.47
31,55,4.99517,1.70372,-665.457,-7466.95
32,55,4.99154,1.80047,-665.927,-7466.4
33,55,4.99164,1.89299,-666.363,-7465.81
34,55,4.99495,1.98155,-666.766,-7465.19
35,55,5.00091,2.06646,-667.134,-7464.53
36,55,5.00895,2.14805,-667.466,-7463.84
37,55,5.01845,2.22665,-667.761,-7463.11
38,55,5.02879,2.30266,-668.017,-7462.35
39,55,5.03931,2.37646,-668.235,-7461.56
40,55,5.04937,2.44849,-668.412,-7460.73
41,55,5.05827,2.51917,-668.548,-7459.87
42,55,5.06536,2.58895,-668.642,-7458.98
43,55,5.06993,2.65829,-668.694,-7458.06
44,55,5.07131,2.72764,-668.703,-7457.11
45,55,5.06881,2.79749,-668.668,-7456.14
46,55,5.06177,2.86828,-668.588,-7455.14
47,55,5.04953,2.94048,-668.465,-7454.11
48,55,5.03144,3.01455,-668.296,-7453.06
49,55,5.00688,3.09093,-668.081,-7451.98
50,55,4.97524,3.17004,-667.821,-7450.88
51,55,4.93595,3.25231,-667.516,-7449.76
52,55,4.88847,3.33812,-667.164,-7448.62
53,55,4.83227,3.42784,-666.767,-7447.47
54,55,4.76689,3.52181,-666.325,-7446.29
55,55,4.69189,3.62035,-665.836,-7445.1
56,55,4.60687,3.72374,-665.302,-7443.9
57,55,4.51148,3.83222,-664.723,-7442.68
58,55,4.40543,3.94601,-664.099,-7441.45
59,55,4.28846,4.06528,-663.431,-7440.21
60,55,4.16037,4.19017,-662.719,-7438.96
61,55,4.02101,4.32078,-661.963,-7437.7
62,55,3.8703,4.45716,-661.164,-7436.44
63,55,3.70821,4.59932,-660.323,-7435.17
64,55,3.53474,4.74725,-659.44,-7433.9
65,55,3.35,4.90086,-658.516,-7432.62
66,55,3.15411,5.06005,-657.552,-7431.35
67,55,2.94728,5.22466,-656.548,-7430.07
68,55,2.72977,5.3945,-655.505,-7428.8
69,55,2.50189,5.56934,-654.425,-7427.53
70,55,2.26402,5.74889,-653.308,-7426.26
71,55,2.0166,5.93287,-652.155,-7425
72,55,1.76011,6.1209,-650.967,-7423.75
73,55,1.4951,6.31262,-649.746,-7422.5
74,55,1.22216,6.50761,-648.491,-7421.26
75,55,0.941927,6.70543,-647.205,-7420.03
76,55,0.655107,6.9056,-645.888,-7418.81
77,55,0.362434,7.10763,-644.541,-7417.59
78,55,0.0646915,7.31099,-643.166,-7416.4
79,55,-0.237301,7.51513,-641.764,-7415.21
